id,reference,creation,link,neighborhood,type,newbuilding,price,price_reduction,rooms,bathrooms,sqrmts,floor,elevator,terrace,heating,balcony,airconditioning,parking,swimmingpool
6910,161955000,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor/161955000/d?from=list,Gràcia,Dúplex,Used,650000,46000,3,3,120,0,1,NA,NA,NA,NA,NA,NA
23772,164851397,2022-09-19,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado/164851397/d?from=list,Nou Barris,Piso,Used,170000,NA,3,1,53,3,NA,NA,NA,1,NA,NA,NA
34687,165008049,2022-10-03,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-jardin-ascensor-patio-parking/165008049/d?from=list,Sants - Montjuïc,Piso,Used,495000,NA,3,2,128,NA,1,NA,NA,NA,NA,1,NA
6624,158394925,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/calefaccion-ascensor-se-aceptan-mascotas/158394925/d?from=list,Sants - Montjuïc,Dúplex,Used,420000,86000,4,3,145,0,1,NA,NA,NA,NA,NA,NA
7729,164611486,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado/164611486/d?from=list,Gràcia,Piso,Used,299000,NA,3,1,65,1,NA,NA,NA,1,NA,NA,NA
8984,164338345,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/les-roquetes/164338345/d?from=list,Nou Barris,Piso,Used,114000,NA,3,1,55,2,NA,NA,NA,NA,NA,NA,NA
5002,164500463,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/sagrada-familia/164500463/d?from=list,Eixample,Casa o chalet,Used,175000,NA,2,1,50,NA,NA,NA,NA,NA,NA,NA,NA
21603,164762831,2022-09-16,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/vila-de-gracia/164762831/d?from=list,Gràcia,Apartamento,Used,280000,NA,1,1,60,NA,NA,NA,NA,NA,NA,NA,NA
5408,164391253,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-terraza-patio/164391253/d?from=list,Gràcia,Piso,Used,175000,NA,1,1,31,NA,NA,1,NA,NA,1,NA,NA
39194,165260841,2022-10-28,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/el-raval/165260841/d?from=list,Ciutat Vella,Apartamento,Used,145500,NA,2,2,50,NA,NA,NA,NA,1,NA,NA,NA
11851,164675291,2022-09-02,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-ascensor-se-aceptan-mascotas/164675291/d?from=list,Sants - Montjuïc,Piso,Used,190000,NA,3,1,65,8,1,NA,NA,NA,NA,NA,NA
37728,165211802,2022-10-28,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/terraza-no-amueblado/165211802/d?from=list,Sants - Montjuïc,Piso,Used,165000,NA,1,1,35,3,NA,1,NA,NA,NA,NA,NA
38686,165145969,2022-10-28,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/ascensor/165145969/d?from=list,Sants - Montjuïc,Piso,Used,192000,NA,2,1,77,1,1,NA,NA,NA,NA,NA,NA
22171,164820424,2022-09-16,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/sants-badal/164820424/d?from=list,Sants - Montjuïc,Piso,Used,185000,NA,2,2,83,0,NA,NA,NA,NA,NA,NA,NA
35048,165006888,2022-10-03,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/ascensor/165006888/d?from=list,Eixample,Piso,Used,275000,NA,2,1,76,1,1,NA,NA,NA,NA,NA,NA
12587,164611993,2022-09-06,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/piscina/164611993/d?from=list,Sants - Montjuïc,Piso,Used,390000,NA,5,5,258,0,NA,NA,NA,NA,NA,NA,1
38041,165090385,2022-10-28,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor/165090385/d?from=list,Horta - Guinardó,Piso,Used,431000,NA,1,1,88,5,1,NA,NA,NA,NA,NA,NA
1835,164571066,2022-08-22,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/calefaccion-amueblado-television/164571066/d?from=list,Ciutat Vella,Apartamento,Used,460000,NA,2,2,81,1,NA,NA,1,NA,NA,NA,NA
3112,163700689,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking-terraza-patio/163700689/d?from=list,Horta - Guinardó,Casa o chalet,Used,560000,NA,3,2,315,NA,NA,1,NA,NA,NA,NA,NA
9455,164156836,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/164156836/d?from=list,Sant Martí,Piso,Used,279000,NA,2,1,50,2,1,NA,NA,NA,NA,NA,NA
6310,164612713,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion/164612713/d?from=list,Sants - Montjuïc,Piso,Used,319000,NA,2,1,74,2,NA,NA,NA,1,NA,NA,NA
38055,165238418,2022-10-28,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor/165238418/d?from=list,Sant Andreu,Ático,Used,350000,NA,3,2,69,9,1,NA,NA,NA,NA,NA,NA
8276,163427456,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/163427456/d?from=list,Eixample,Piso,Used,265000,NA,2,1,52,NA,1,NA,NA,1,NA,NA,NA
36808,163122372,2022-10-28,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-ascensor/163122372/d?from=list,Horta - Guinardó,Piso,Used,290000,5000,3,2,77,NA,1,NA,NA,NA,1,NA,NA
10519,162694733,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/ascensor-no-amueblado/162694733/d?from=list,Nou Barris,Piso,Used,121000,7000,3,1,60,3,1,NA,NA,NA,NA,NA,NA
4173,164511818,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-terraza-ascensor/164511818/d?from=list,Les Corts,Piso,Used,498000,NA,3,2,87,NA,1,1,NA,NA,NA,NA,NA
38554,165176702,2022-10-28,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-ascensor/165176702/d?from=list,Sant Andreu,Piso,Used,275000,NA,3,1,75,7,1,NA,NA,NA,NA,NA,NA
23459,164436755,2022-09-16,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-terraza-trastero-ascensor/164436755/d?from=list,Sant Martí,Ático,Used,245000,NA,2,1,60,NA,1,1,NA,NA,NA,NA,NA
7386,164336675,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/calefaccion-ascensor/164336675/d?from=list,Eixample,Piso,Used,550000,NA,3,2,99,6,1,NA,NA,NA,NA,NA,NA
7091,161739590,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-ascensor-amueblado-piscina/161739590/d?from=list,Sant Martí,Piso,Used,1500000,NA,1,NA,133,13,1,NA,NA,NA,NA,NA,NA
6519,159915926,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-terraza-trastero-amueblado/159915926/d?from=list,Ciutat Vella,Ático,Used,169900,NA,1,1,33,NA,NA,1,NA,1,NA,NA,NA
10565,160554867,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/calefaccion-ascensor/160554867/d?from=list,Eixample,Piso,Used,638000,42000,3,2,113,4,1,NA,NA,NA,NA,NA,NA
35503,163189875,2022-10-03,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/ascensor/163189875/d?from=list,Gràcia,Piso,Used,225000,15000,3,1,64,1,1,NA,NA,NA,NA,NA,NA
5498,162955719,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion/162955719/d?from=list,Eixample,Piso,Used,635000,45000,4,2,117,2,NA,NA,NA,1,NA,NA,NA
23255,164753137,2022-09-16,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/ascensor/164753137/d?from=list,Gràcia,Piso,Used,328989,NA,2,2,81,2,1,NA,NA,NA,NA,NA,NA
10850,163807840,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/sant-antoni/163807840/d?from=list,Eixample,Piso,Used,235000,NA,2,1,70,4,NA,NA,NA,1,NA,NA,NA
21739,164793024,2022-09-16,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-parking/164793024/d?from=list,Sants - Montjuïc,Piso,Used,289000,10000,3,2,84,NA,1,NA,NA,NA,NA,1,NA
34022,164861965,2022-10-03,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/sagrada-familia/164861965/d?from=list,Eixample,Piso,Used,226000,NA,2,1,50,1,NA,NA,NA,NA,NA,NA,NA
39441,165338622,2022-10-28,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/el-besos-i-el-maresme/165338622/d?from=list,Sant Martí,Piso,Used,99000,NA,3,1,53,2,NA,NA,NA,1,NA,NA,NA
11362,164666760,2022-09-02,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/calefaccion-parking-terraza-trastero-ascensor/164666760/d?from=list,Sarrià - Sant Gervasi,Piso,Used,950000,NA,5,3,170,2,1,NA,NA,NA,NA,NA,NA
1562,162722542,2022-08-22,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/no-amueblado/162722542/d?from=list,Ciutat Vella,Piso,Used,175000,9000,4,1,66,2,NA,NA,NA,1,NA,NA,NA
23833,164810286,2022-09-19,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/ascensor/164810286/d?from=list,Sant Martí,Piso,Used,270000,NA,3,1,70,5,1,NA,NA,NA,NA,NA,NA
3815,163883666,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/ascensor-amueblado/163883666/d?from=list,Sants - Montjuïc,Piso,Used,267000,NA,3,1,78,NA,1,NA,NA,NA,NA,NA,NA
23577,163741748,2022-09-19,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado/163741748/d?from=list,Horta - Guinardó,Piso,Used,156000,NA,3,1,46,NA,NA,NA,NA,1,NA,NA,NA
37392,165235795,2022-10-28,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/ascensor-patio/165235795/d?from=list,Sants - Montjuïc,Piso,Used,199000,6000,4,1,77,1,1,NA,NA,NA,NA,NA,NA
33178,164962910,2022-10-03,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-ascensor-no-amueblado/164962910/d?from=list,Ciutat Vella,Piso,Used,595000,NA,3,2,105,1,NA,NA,NA,NA,NA,NA,NA
10155,164084546,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-terraza-ascensor/164084546/d?from=list,Gràcia,Ático,Used,749000,NA,2,1,92,6,1,NA,NA,NA,NA,NA,NA
8177,163904346,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/calefaccion-ascensor-se-aceptan-mascotas/163904346/d?from=list,Nou Barris,Piso,Used,149000,NA,3,1,62,1,1,NA,NA,NA,NA,NA,NA
10835,158974676,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-no-amueblado/158974676/d?from=list,Ciutat Vella,Piso,Used,380000,85000,2,2,71,2,1,NA,NA,NA,NA,NA,NA
5568,160948485,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-piscina-parking/160948485/d?from=list,Sant Martí,Apartamento,Used,1280000,NA,4,3,144,NA,1,NA,NA,NA,NA,1,NA
34702,164886086,2022-10-03,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-patio/164886086/d?from=list,Les Corts,Piso,Used,337000,NA,3,1,80,1,1,NA,NA,NA,NA,NA,NA
23149,164766093,2022-09-16,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-trastero-ascensor-no-amueblado/164766093/d?from=list,Eixample,Ático,Used,970000,NA,3,3,161,NA,1,1,NA,NA,NA,NA,NA
12533,164041981,2022-09-06,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-parking-terraza-trastero-ascensor/164041981/d?from=list,Sarrià - Sant Gervasi,Piso,Used,520000,100000,2,2,85,1,1,NA,NA,NA,NA,NA,NA
35494,164877357,2022-10-03,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/calefaccion/164877357/d?from=list,Gràcia,Piso,Used,320000,10000,3,1,56,1,NA,NA,NA,1,NA,NA,NA
37299,165262648,2022-10-28,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/calefaccion-ascensor/165262648/d?from=list,Gràcia,Piso,Used,355000,NA,3,1,71,2,NA,NA,NA,NA,NA,NA,NA
6156,161570428,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-trastero-ascensor/161570428/d?from=list,Gràcia,Piso,Used,443000,10400,3,2,104,1,1,NA,NA,NA,NA,NA,NA
38061,165228869,2022-10-28,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-se-aceptan-mascotas-internet/165228869/d?from=list,Sant Andreu,Dúplex,Used,325000,NA,3,2,115,2,1,NA,NA,NA,NA,NA,NA
33726,164844438,2022-10-03,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-terraza-ascensor-se-aceptan-mascotas/164844438/d?from=list,Sants - Montjuïc,Piso,Used,580000,NA,3,2,118,5,1,NA,NA,NA,NA,NA,NA
10645,161202385,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-piscina/161202385/d?from=list,Sants - Montjuïc,Piso,Used,455000,NA,3,2,92,NA,1,1,NA,NA,NA,NA,NA
8334,163184248,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-amueblado/163184248/d?from=list,Ciutat Vella,Dúplex,Used,800000,NA,3,2,290,1,NA,1,NA,NA,NA,NA,NA
31,164298096,2022-08-22,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking-terraza-zona-comunitaria-ascensor-parking-no-amueblado/164298096/d?from=list,Sant Martí,Piso,Used,390000,NA,3,2,110,6,1,1,NA,NA,NA,1,NA
22307,164802733,2022-09-16,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/no-amueblado/164802733/d?from=list,Horta - Guinardó,Piso,Used,165000,NA,3,1,90,1,NA,NA,NA,NA,NA,NA,NA
21496,163431905,2022-09-16,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/calefaccion-ascensor/163431905/d?from=list,Eixample,Piso,Used,370000,28700,4,2,102,7,1,NA,1,NA,NA,NA,NA
39238,165336937,2022-10-28,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/ascensor/165336937/d?from=list,Horta - Guinardó,Piso,Used,163000,NA,2,1,65,-2,1,NA,NA,NA,NA,NA,NA
37530,160133765,2022-10-28,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/ascensor-amueblado-television/160133765/d?from=list,Sant Martí,Piso,Used,239000,NA,4,1,76,4,1,NA,NA,NA,NA,NA,NA
37126,165211430,2022-10-28,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/165211430/d?from=list,Horta - Guinardó,Piso,Used,190000,NA,3,1,60,4,NA,NA,NA,NA,NA,NA,NA
12306,163622561,2022-09-06,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-terraza-amueblado-internet/163622561/d?from=list,Gràcia,Casa o chalet,Used,1350000,50000,NA,NA,580,NA,NA,1,NA,NA,1,NA,NA
7589,163540372,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor/163540372/d?from=list,Ciutat Vella,Piso,Used,395000,NA,1,1,50,1,1,NA,NA,NA,NA,NA,NA
8371,163502319,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/163502319/d?from=list,Ciutat Vella,Piso,Used,395000,NA,3,2,80,NA,1,NA,NA,1,NA,NA,NA
11683,164645844,2022-09-02,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/sant-antoni/164645844/d?from=list,Eixample,Piso,Used,238000,NA,1,1,60,3,NA,NA,NA,NA,NA,NA,NA
38872,165269847,2022-10-28,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-no-amueblado/165269847/d?from=list,Eixample,Piso,Used,420000,NA,3,2,93,1,1,NA,NA,NA,NA,NA,NA
4621,164421033,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/sagrada-familia/164421033/d?from=list,Eixample,Piso,Used,209000,31000,1,1,42,5,NA,NA,NA,NA,NA,NA,NA
21281,164731621,2022-09-09,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/calefaccion-ascensor-parking/164731621/d?from=list,Sant Martí,Piso,Used,275000,NA,3,2,71,2,NA,NA,NA,NA,NA,NA,NA
5699,160936412,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/sagrada-familia/160936412/d?from=list,Eixample,Piso,Used,262700,39900,4,1,66,4,NA,NA,NA,NA,NA,NA,NA
33544,164897730,2022-10-03,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-no-amueblado/164897730/d?from=list,Gràcia,Piso,Used,330000,NA,3,1,56,NA,NA,NA,1,NA,1,NA,NA
3248,148103165,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/calefaccion-terraza-trastero-ascensor-patio-parking/148103165/d?from=list,Sarrià - Sant Gervasi,Piso,Used,740000,NA,5,3,126,1,1,NA,NA,NA,NA,NA,NA
12213,164433011,2022-09-06,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor/164433011/d?from=list,Gràcia,Piso,Used,780000,NA,3,2,108,NA,1,NA,NA,NA,NA,NA,NA
35761,164953097,2022-10-07,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/terraza/164953097/d?from=list,Ciutat Vella,Piso,Used,105000,NA,2,1,37,1,NA,1,NA,NA,NA,NA,NA
35772,165026557,2022-10-07,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/terraza/165026557/d?from=list,Les Corts,Piso,Used,659000,NA,5,2,145,2,NA,1,NA,NA,NA,NA,NA
5243,164349604,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/television/164349604/d?from=list,Gràcia,Piso,Used,345000,NA,2,2,95,0,NA,NA,NA,NA,NA,NA,NA
11669,164666808,2022-09-02,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-piscina/164666808/d?from=list,Sant Martí,Planta baja,Used,491000,NA,2,2,170,NA,1,NA,1,NA,NA,NA,NA
2363,163887424,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-trastero-ascensor-parking/163887424/d?from=list,Sarrià - Sant Gervasi,Piso,Used,1300000,NA,5,4,262,1,1,1,NA,NA,NA,1,NA
259,161536517,2022-08-22,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/161536517/d?from=list,Sants - Montjuïc,Piso,Used,290000,NA,3,1,75,4,1,NA,NA,NA,NA,NA,NA
5410,163930646,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/calefaccion-amueblado/163930646/d?from=list,Les Corts,Piso,Used,690000,NA,4,2,134,NA,NA,NA,1,NA,NA,NA,NA
23529,164719891,2022-09-19,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/164719891/d?from=list,Ciutat Vella,Piso,Used,520000,NA,3,2,84,2,1,NA,1,1,NA,NA,NA
11258,164220630,2022-09-02,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-trastero-ascensor/164220630/d?from=list,Sant Andreu,Piso,Used,178000,NA,3,1,50,1,NA,NA,NA,NA,NA,NA,NA
34665,164925518,2022-10-03,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-trastero-ascensor-no-amueblado/164925518/d?from=list,Eixample,Piso,Used,340000,NA,3,1,80,3,1,NA,NA,NA,NA,NA,NA
4107,164452088,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-zona-comunitaria-ascensor-parking-piscina/164452088/d?from=list,Sants - Montjuïc,Piso,Used,580000,NA,3,2,100,5,1,NA,NA,NA,NA,NA,NA
37606,165114105,2022-10-28,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/ciutat-meridiana/165114105/d?from=list,Nou Barris,Piso,Used,95000,NA,2,1,65,NA,NA,NA,NA,NA,NA,NA,NA
36692,165202836,2022-10-28,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/la-prosperitat/165202836/d?from=list,Nou Barris,Piso,Used,135000,NA,3,1,65,5,NA,NA,NA,1,NA,NA,NA
37411,162343703,2022-10-28,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-ascensor/162343703/d?from=list,Ciutat Vella,Piso,Used,230000,NA,1,1,62,1,1,NA,NA,NA,NA,NA,NA
2450,160766507,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/160766507/d?from=list,Ciutat Vella,Piso,Used,229000,NA,1,1,50,2,1,NA,1,1,NA,NA,NA
1233,163591058,2022-08-22,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/terraza/163591058/d?from=list,Eixample,Piso,Used,240000,NA,2,2,75,0,NA,1,NA,NA,NA,NA,NA
11734,163875778,2022-09-02,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-se-aceptan-mascotas-no-amueblado/163875778/d?from=list,Les Corts,Piso,Used,235000,NA,2,1,54,4,NA,NA,NA,1,NA,NA,NA
1673,164274604,2022-08-22,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/ascensor/164274604/d?from=list,Eixample,Piso,Used,239000,NA,4,1,67,1,1,NA,NA,NA,NA,NA,NA
36807,159247778,2022-10-28,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/calefaccion-terraza/159247778/d?from=list,Nou Barris,Piso,Used,86500,31000,3,1,59,NA,NA,1,1,NA,NA,NA,NA
12298,162893707,2022-09-06,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/162893707/d?from=list,Nou Barris,Dúplex,Used,275000,10000,3,2,90,NA,1,NA,NA,NA,NA,NA,NA
37697,165258708,2022-10-28,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/ascensor/165258708/d?from=list,Gràcia,Piso,Used,355000,NA,3,1,71,2,1,NA,NA,NA,NA,NA,NA
2589,163054919,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/calefaccion-terraza-ascensor-amueblado/163054919/d?from=list,Ciutat Vella,Piso,Used,638000,17000,3,2,113,NA,1,1,1,NA,NA,NA,NA
23735,164763741,2022-09-19,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-ascensor/164763741/d?from=list,Les Corts,Piso,Used,325000,NA,3,1,66,NA,1,NA,NA,NA,1,NA,NA
38534,165146720,2022-10-28,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/terraza-ascensor/165146720/d?from=list,Horta - Guinardó,Piso,Used,318000,NA,2,1,59,10,1,NA,NA,NA,NA,NA,NA
2330,164601893,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/ascensor-no-amueblado/164601893/d?from=list,Sant Andreu,Piso,Used,160000,NA,2,1,58,1,1,NA,NA,NA,NA,NA,NA
34949,165002493,2022-10-03,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-patio-no-amueblado/165002493/d?from=list,Eixample,Piso,Used,480000,39000,3,2,88,5,1,NA,NA,NA,NA,NA,NA
36679,165197282,2022-10-28,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-zona-comunitaria-ascensor/165197282/d?from=list,Eixample,Piso,Used,895000,NA,3,2,146,1,1,1,NA,1,NA,NA,NA
6008,164453756,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/calefaccion-terraza-trastero-ascensor-amueblado-television/164453756/d?from=list,Eixample,Ático,Used,1190000,NA,5,2,198,NA,1,1,NA,NA,NA,NA,NA
38722,165168302,2022-10-28,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado/165168302/d?from=list,Gràcia,Piso,Used,299000,NA,3,1,65,NA,NA,NA,NA,NA,1,NA,NA
35100,164971729,2022-10-03,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/ascensor-amueblado/164971729/d?from=list,Eixample,Piso,Used,430000,NA,3,2,117,1,1,NA,NA,NA,NA,NA,NA
39177,165214581,2022-10-28,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/calefaccion-ascensor/165214581/d?from=list,Sant Andreu,Ático,Used,430000,NA,3,1,105,8,1,NA,NA,NA,NA,NA,NA
5340,164146582,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion/164146582/d?from=list,Sants - Montjuïc,Piso,Used,280000,NA,3,2,75,1,NA,NA,NA,1,NA,NA,NA
36764,165323822,2022-10-28,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/sagrada-familia/165323822/d?from=list,Eixample,Piso,Used,218000,NA,2,1,57,NA,NA,NA,NA,NA,NA,NA,NA
38426,165129830,2022-10-28,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/ascensor/165129830/d?from=list,Sants - Montjuïc,Piso,Used,215000,NA,2,1,61,1,1,NA,NA,NA,NA,NA,NA
21500,164063829,2022-09-16,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/164063829/d?from=list,Ciutat Vella,Piso,Used,399000,NA,2,1,57,NA,1,NA,1,1,1,NA,NA
4549,164204830,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/el-poble-sec-parc-de-montjuic/164204830/d?from=list,Sants - Montjuïc,Ático,Used,239000,10000,1,1,70,4,NA,NA,NA,1,NA,NA,NA
1948,164647292,2022-09-01,https://www.fotocasa.es/es/comprar/vivienda/barcelona-capital/calefaccion-terraza-trastero-ascensor/164647292/d?from=list,Eixample,Piso,Used,950000,NA,3,2,116,NA,1,1,1,NA,NA,NA,NA
